Lastname,Firstname,Gender,Age,City,Province,Country,Your Height,Your Body Weight,Your Shoe Size,How often do you  brush your teeth in a day?,What is the number of times you floss in a week?,How many languages do you speak fluently?,How many musical instruments do you play?,What is the number of years you've been in school?,How much TV do you watch in a day?,How much time do you spend on the internet everyday?,How many apps have you downloaded on your phone?,How much time do you spend on exercising every week?,How many cell phones do you own in a year?,How many game consoles do you own?,How much do you pay for your monthly cellphone bill?,What is your monthly internet bill?,What is your monthly rent?,What is your monthly transportation spending?,How many kids do you have?,Are you vegetarian?,How much money do you spend for lunch?,What's favorite subject in highschool?,How many pets do you currently own?,How many cars do you own?,What kind of phone do you have?,What is your favorite sport?,Coca-Cola or Pepsi?,How many times do you dine at a restaurant every week?
Limary,Vitorio,M,24,Toronto,ON,CA,,92,8.5,2,,1,,,,2.17,24,90,3,0,66,65,1700,350,1,No,16,Business,,0,Android,Hockey,Pepsi,
Kuck,Deion,M,23,Toronto,ON,CA,171,65,,2,1,1,0,16,,2,,70,1,0,58,64,1700,350,0,Somewhat,0,Drama,0,0,Android,Basketball,,4
Pham,Jose,M,29,Toronto,ON,CA,,71,11.5,,0,2,,20,2.17,2.17,22,,7,0,75,,1110,170,1,No,,,0,1,Android,,I Don't Care,2
Huntington,Lake,M,17,Toronto,ON,CA,178,96,9.5,2,,,,,1.33,1.17,22,60,5,1,51,63,1700,350,0,No,0,Drama,0,0,,Soccer,,
Johnson,Christian,M,18,Toronto,ON,CA,184,99,9.5,3,0,1,0,12,,2,23,,5,,59,60,1700,350,,No,0,,,0,,Soccer,,
Yarangsy,Terell,M,25,Toronto,ON,CA,184,79,11,2,,3,0,18,2.33,2.5,,80,4,4,51,75,1700,350,1,No,11,,,0,,Soccer,,5
Rios,Cuellar,F,31,Toronto,ON,CA,162,59,8.5,2,3,2,1,,0.67,1.83,49,0,3,1,95,,1380,90,0,No,,Physics,1,1,,Basketball,Coca Cola,3
Duran,Kia,F,20,Toronto,ON,CA,164,49,8.5,2,0,2,0,14,,2.83,36,0,2,0,,56,1700,350,,,,Languages,1,,,Hockey,,2
Turner,Meshach,M,20,Toronto,ON,CA,,103,6,,2,1,0,14,1.67,2.5,34,90,,1,58,,1700,350,0,No,,History,0,,Android,Baseball,,
Salazar,je,F,32,Toronto,ON,CA,175,,9.5,2,1,1,0,,2.33,2.5,,80,4,1,87,51,,90,3,,,PhysEd,0,1,,Football,,
Zarate,Shon,F,25,Toronto,ON,CA,160,56,7,,,1,0,14,1.67,,,,3,3,67,66,1700,350,0,,13.9,Languages,0,1,Android,Baseball,,0
Douglas,Jr,M,25,Toronto,ON,CA,170,93,,2,0,1,0,16,,2.67,33,0,,2,82,63,1870,,0,,,Visual Arts,2,0,,Baseball,,1
Abrams,Victoria,F,26,Toronto,ON,CA,165,76,8,2,,,0,19,1.83,1.5,31,60,5,2,46,67,,350,0,No,11,Languages,3,0,Android,Soccer,I Don't Care,
Lopez,Alicia,F,22,Toronto,ON,CA,169,49,8.5,2,0,2,,16,1.83,2.5,42,70,,1,62,71,1700,350,,No,8.3,,1,0,Android,,Pepsi,1
Gallegos,Cintia,F,28,Toronto,ON,CA,173,73,,2,1,1,1,17,2,3,,110,3,0,63,60,,,0,,9.3,,1,,,Soccer,Pepsi,5
Oro,Maliyah,F,28,Toronto,ON,CA,,63,7,2,0,,0,19,1.5,,34,110,3,2,61,48,1700,350,1,,0,,0,,Android,Baseball,Coca Cola,
Gloyd,Harry,M,21,Toronto,ON,CA,169,,10,2,,1,0,15,1.83,2.5,37,80,3,,,62,,350,0,,0,Languages,3,0,,Soccer,I Don't Care,3
Hochmuth,Sean,M,26,Toronto,ON,CA,172,72,8,2,0,1,0,12,2.83,2.33,21,40,,,48,80,1700,,1,,15.8,Biology,,0,,Baseball,,
Cook,Maxwell,M,32,Toronto,ON,CA,173,87,5.5,2,,,0,20,1,,41,80,,0,61,,,80,4,,12.9,,,1,Android,Baseball,,1
Davis,Nicole,F,21,Toronto,ON,CA,,,8.5,3,1,2,0,15,2.5,,34,0,1,,,76,1700,350,0,No,,Business,,0,,Hockey,,3
Oh,Juan,M,22,Toronto,ON,CA,173,71,,2,,,1,16,,2.83,41,,4,2,41,83,,350,0,,8.3,Chemistry,,0,Android,Soccer,I Don't Care,3
Mingilton,Amiel,M,21,Toronto,ON,CA,172,88,7.5,2,1,1,,15,1.67,2.67,44,80,11,,55,56,1700,350,0,,0,PhysEd,1,,,Football,,
Munoz,Alisah,F,24,Toronto,ON,CA,,70,10.5,3,0,1,0,16,1.83,2,30,70,,1,,68,1700,,1,No,8.1,Physics,1,0,Android,Hockey,I Don't Care,
Ross,Taylor,F,28,Toronto,ON,CA,,,6.5,2,,1,0,14,1.83,2.67,34,0,1,1,,63,1700,350,0,No,17.6,History,0,0,Android,Hockey,,3
Evdos,Stephanie,F,18,Toronto,ON,CA,163,72,8,,0,2,1,12,2.17,2.83,29,90,2,,64,64,1700,350,0,,0,Physics,1,0,Android,Hockey,,4
Lasater,Rachel,F,29,Toronto,ON,CA,,,,,0,2,0,,,2.5,43,,6,1,68,70,,50,,No,10.4,Drama,0,1,iOS,Basketball,,1
Valdez,Nicole,F,20,Toronto,ON,CA,164,56,8,3,,1,0,14,1.33,,47,80,6,,70,59,1700,,0,Somewhat,,Visual Arts,2,,iOS,,,1
Ursery,Deeplata,F,24,Toronto,ON,CA,165,56,,2,2,,1,,,,41,,2,2,98,79,1700,350,,No,0,,,1,,Basketball,,0
Tran,Laverio,M,16,Toronto,ON,CA,,,,2,0,1,0,10,,,,80,1,1,79,51,1700,,0,No,0,Business,0,0,Android,Baseball,Coca Cola,
Generalao,Andrew,M,29,Toronto,ON,CA,,70,11.5,,,1,0,13,,3.17,37,0,3,,56,75,1430,70,1,No,14.5,,2,0,Android,Basketball,,3
Douglas,Randy,M,29,Toronto,ON,CA,,100,,2,1,,0,18,1,2.5,,0,,2,37,67,1430,60,1,No,0,Computer Science and Technology,2,1,iOS,Hockey,,1
Moon,Elizardo,M,21,Toronto,ON,CA,167,,8.5,2,2,3,0,15,,,,120,8,0,63,,,350,0,No,0,Chemistry,0,,,Baseball,,3
Snorton,Austin,M,24,Toronto,ON,CA,178,64,10.5,2,1,2,0,15,1.5,2.33,,80,3,2,72,49,1700,350,,,,Computer Science and Technology,2,0,Android,Baseball,,4
Powell,Pradyum,M,21,Toronto,ON,CA,168,88,9.5,2,0,,0,15,2.33,,35,70,4,2,71,68,1700,,0,,0,,,0,,,Pepsi,4
Thao,Ari'Yon,M,24,Toronto,ON,CA,179,,8,,6,3,1,17,,3.33,,,3,,,63,1700,350,1,No,,Drama,0,1,Android,,,3
Douglas,Eanice,F,27,Toronto,ON,CA,159,63,,2,0,2,0,18,,,35,100,,,57,56,1700,350,1,No,,Drama,,,Android,,I Don't Care,1
Kinee,Carmen,F,23,Toronto,ON,CA,160,,8,2,,1,0,,1.67,2.17,,40,5,1,75,,1700,,,No,13.7,Drama,2,0,Android,,Coca Cola,4
Gilbert,Uyanga,F,23,Toronto,ON,CA,165,65,7,2,1,3,0,15,1.5,1.5,41,0,5,,78,71,1700,350,,No,13.4,,,,Android,Baseball,Coca Cola,
Youngblood,Daniel,M,18,Toronto,ON,CA,,92,9.5,2,0,1,0,12,2,2.83,31,,2,,72,41,,350,,No,0,,0,0,,Football,I Don't Care,1
Moore,Tessa,F,28,Toronto,ON,CA,159,72,8,2,,,0,18,2.17,,18,,6,2,,51,1730,350,0,No,,Languages,0,1,Android,Football,,
Pe,Tyler,M,26,Toronto,ON,CA,171,,6.5,4,1,1,2,19,1.33,2,55,0,,,,63,1700,350,,No,14.6,Physics,1,0,,Hockey,I Don't Care,1
Schaad,Andrew,M,22,Toronto,ON,CA,,69,,2,0,2,0,,1.67,2.83,31,70,6,0,65,,,350,,Somewhat,14.9,History,0,1,Android,,Coca Cola,4
Matthews,Christopher,M,27,Toronto,ON,CA,181,91,,2,0,1,,19,2.17,3.33,43,0,3,,,74,,,0,No,12.7,Geography,,1,Android,Hockey,Pepsi,1
Cross,Christian,M,26,Toronto,ON,CA,175,,8.5,,0,1,1,12,1.5,2.83,,0,,1,55,52,1700,,,,13.8,Music,2,0,,,Pepsi,
Davis,Bambi,F,30,Toronto,ON,CA,169,,6,,,2,,18,,2.17,25,0,8,,45,70,1060,240,,No,,,1,0,Android,Soccer,Coca Cola,
Yoshihara,Andrew,M,23,Toronto,ON,CA,,,11,2,,2,,,2.17,3.33,29,0,5,0,,71,1700,,0,No,13.8,,1,0,,Baseball,,3
Johnson,Jr,M,24,Toronto,ON,CA,177,,,,1,2,0,19,1.5,2.33,,,1,0,67,59,1700,350,0,No,13.3,,0,,iOS,Soccer,Pepsi,4
Torres,Deldrea,F,28,Toronto,ON,CA,166,,7.5,2,1,,,,2.67,3.17,,90,,0,,,,,,No,13,,1,1,iOS,,I Don't Care,3
Mccoy,Mitchell,M,26,Toronto,ON,CA,162,93,10.5,2,1,,1,,1.5,2,,0,5,2,50,,1700,350,0,,12.2,,1,0,,,Coca Cola,1
Mcallister,Tony,M,24,Toronto,ON,CA,,,8,2,1,3,0,18,1.17,,,,4,0,45,80,1700,350,,,0,Visual Arts,0,0,,Soccer,Pepsi,
Bradford,II,F,21,Toronto,ON,CA,166,88,7,2,,,,15,1.5,2.5,24,0,1,0,47,63,1700,350,0,No,0,Business,0,0,,,I Don't Care,6
Avorque,Omar,M,27,Toronto,ON,CA,169,66,12.5,2,0,1,,20,1.67,,,,,0,96,79,1700,350,1,No,0,Music,0,0,,Football,Coca Cola,2
Savage,Macy,F,23,Toronto,ON,CA,172,62,7,2,1,2,0,14,2.33,,49,70,3,,,,1700,,0,No,12.7,PhysEd,3,,,Soccer,I Don't Care,5
Luevano,Latessa,F,29,Toronto,ON,CA,165,,6,2,1,2,0,20,1.5,,31,,,2,58,,870,110,1,No,10.5,,0,0,Android,Soccer,Pepsi,1
Herndez,Jasmine,F,23,Toronto,ON,CA,167,,8,2,0,4,0,14,0.83,3.33,41,80,6,0,,,1700,,0,No,8.6,Chemistry,0,0,Android,Hockey,,1
Kassahun,Kyle,M,26,Toronto,ON,CA,167,72,7,,0,,2,,,2,,80,,0,86,67,1700,350,0,No,,,,1,Android,Soccer,,3
Sims,Durham,M,21,Toronto,ON,CA,180,,11,2,,1,0,15,1.17,,32,70,1,0,,,1700,350,0,No,0,Chemistry,1,0,iOS,Hockey,,3
Pham,Jesus,M,31,Toronto,ON,CA,,73,9,2,0,,1,14,,2,31,80,,1,,66,1250,220,,,14.3,Music,1,0,Android,Soccer,,3
Tanner,Austin,M,19,Toronto,ON,CA,178,80,,2,0,,1,13,,3,35,90,3,,79,55,1700,350,0,No,0,Physics,0,0,,Basketball,,2
Avent,Mara,F,24,Toronto,ON,CA,165,,6.5,2,,1,,15,0.83,,,70,,1,51,60,1700,350,0,Somewhat,,,,0,,Baseball,,
Vaughn,Zachary,M,19,Toronto,ON,CA,179,,,,,1,,13,,2,44,100,1,,,,,350,,,0,Geography,0,0,iOS,,,4
Chacon,Deborah,F,21,Toronto,ON,CA,163,,9.5,2,0,1,0,15,1.17,2.83,,0,6,0,26,,,,,No,,Visual Arts,0,,,Soccer,Pepsi,
Ryden,Lauren,F,23,Toronto,ON,CA,,56,7,2,0,1,2,17,1.83,,24,80,2,2,82,,1700,350,0,No,0,Computer Science and Technology,2,0,iOS,Basketball,,4
Auyeung,Jemar,M,19,Toronto,ON,CA,173,80,9.5,,,1,1,13,0.83,,,80,,1,37,72,1700,,,No,0,PhysEd,0,0,,Soccer,Coca Cola,3
Brown,Anthony,M,23,Toronto,ON,CA,181,,11.5,2,0,,,,,3,36,70,1,2,80,,1700,350,0,,8.7,,0,0,,Hockey,,4
Fisher,Leslie,F,24,Toronto,ON,CA,164,54,7,2,0,,0,19,,1.67,46,100,,,51,78,1700,350,1,No,,,0,0,Android,Baseball,,1
Pettaway,Ariel,F,32,Toronto,ON,CA,169,55,7.5,,0,1,2,16,2.17,,,90,,2,46,,1350,200,2,No,,Languages,1,1,iOS,,I Don't Care,
Lang,Alex,M,22,Toronto,ON,CA,179,77,9,3,,1,1,16,2.5,,26,90,,1,71,63,1700,350,,Somewhat,13.2,Computer Science and Technology,1,0,iOS,,I Don't Care,1
Yase,Isaiah,M,33,Toronto,ON,CA,180,73,,2,1,,2,,,,61,,,2,65,66,1480,,,No,9.8,Music,,,Android,,Coca Cola,1
Gheewala,Bryant,M,25,Toronto,ON,CA,175,88,10,2,,1,0,14,1.17,2.83,20,,5,,,64,,350,,No,10.5,Business,0,0,,Hockey,,
Smith,Denis,M,25,Toronto,ON,CA,184,,10,,0,1,,18,1.67,,42,80,,1,72,81,1700,,1,,,Drama,2,1,,Football,I Don't Care,3
Vongrith,Bryan,M,25,Toronto,ON,CA,164,,10,,0,2,,,,2.5,38,50,3,0,40,55,1700,350,1,,14.6,PhysEd,1,1,Android,Baseball,I Don't Care,
Strayer,Samone,F,18,Toronto,ON,CA,165,80,9.5,,0,1,0,12,1.67,2.5,28,50,5,,92,72,1700,,0,No,0,Languages,1,0,Android,Hockey,,2
Duven,Ashlei,F,22,Toronto,ON,CA,164,71,7,2,0,,0,16,,2.33,18,,3,1,81,68,,,0,,,,0,,Android,Baseball,Coca Cola,2
Cruz,Danny,M,22,Toronto,ON,CA,180,,8.5,,2,3,0,16,1,2.17,23,70,,0,,85,1700,350,0,,9.6,PhysEd,0,0,,Hockey,,
Otano,Sandra,F,23,Toronto,ON,CA,163,67,7.5,3,,,0,20,1,3.17,,,2,0,51,75,1700,350,0,No,9.3,,,,,,Pepsi,4
Jackson,Michelle,F,22,Toronto,ON,CA,168,74,8.5,3,0,1,0,16,1.67,3,58,0,5,0,,58,1700,,0,No,13.9,,0,,Android,Basketball,I Don't Care,
Benitez,Samantha,F,27,Toronto,ON,CA,163,67,8.5,2,,2,1,13,2,2.5,18,,2,2,90,75,1700,,1,No,0,Chemistry,,,,Basketball,,1
Burks,Stephani,F,24,Toronto,ON,CA,172,78,8,,0,3,2,18,1.33,2.33,31,100,,0,,63,1700,350,0,Somewhat,,,1,,Android,Soccer,Pepsi,4
Lee,Carlos,M,23,Toronto,ON,CA,182,,,2,,,,13,1,,32,60,5,0,31,60,1700,350,0,,11.6,,1,0,,,,
Gibson,Alexander,M,24,Toronto,ON,CA,183,84,11,2,,2,0,,,,40,80,,,,52,,350,1,No,11.6,Math,0,0,Android,Soccer,,2
Kim,Kiare,M,25,Toronto,ON,CA,171,73,8.5,2,0,,,17,1.33,2.33,,0,6,,73,68,1700,350,1,No,0,,1,0,,Soccer,I Don't Care,1
Hatch,Jun,M,26,Toronto,ON,CA,176,85,11,2,0,2,0,18,,1.67,35,0,6,,,,1700,350,0,No,0,English,0,1,,Baseball,Coca Cola,
Wilson,Brean,F,25,Toronto,ON,CA,156,74,7.5,,1,,0,12,1.5,2.83,29,,,0,66,80,,350,0,No,10.8,English,,,iOS,Hockey,I Don't Care,3
Burcher,Prav,M,21,Toronto,ON,CA,182,65,11,2,,1,,,1.83,1.83,,0,9,0,66,59,,350,,,0,PhysEd,1,0,,,,2
Barram,Scarlet,F,20,Toronto,ON,CA,170,,,2,0,1,0,14,,2.5,28,50,3,1,59,,,,0,Somewhat,,Music,2,0,Android,Hockey,I Don't Care,
Adams,Guillermo,M,23,Toronto,ON,CA,172,92,9,2,0,1,0,17,,2.5,,,,1,87,71,,350,0,No,13.3,Languages,1,0,Android,,,
Rouse,Alondra,F,20,Toronto,ON,CA,,77,8.5,2,1,,1,14,1.83,1.83,,,4,1,,73,1700,350,0,No,,Music,,0,Android,,I Don't Care,
Craven,Chasity,F,22,Toronto,ON,CA,163,64,9,,,,0,,,2.67,,,,0,61,76,1940,350,,No,13,Music,0,,,Hockey,I Don't Care,
Horton,Kelly,M,24,Toronto,ON,CA,178,,12,2,0,2,0,15,2,2.5,,90,,2,64,,,350,0,No,0,Math,,0,,,,1
Cave,Charles,M,26,Toronto,ON,CA,183,93,,,0,2,0,12,1.67,2,21,80,,,79,,1700,350,1,No,12.6,Geography,1,1,,Soccer,,3
Lucero,Nyriah,F,16,Toronto,ON,CA,,72,,,,1,,,,2.67,41,,5,,36,66,1700,,,No,,Business,1,0,Android,,Coca Cola,1
Holloway,Landon,M,16,Toronto,ON,CA,184,,11,3,1,,0,,,3.17,38,80,7,,85,79,1700,,0,No,0,Math,,0,,Basketball,Pepsi,
Livaudais,Jennifer,F,22,Toronto,ON,CA,169,,6.5,2,,1,0,16,2.17,3,36,0,9,0,53,81,2220,,0,No,0,,1,,,Soccer,,1
Herndez,Avion,F,24,Toronto,ON,CA,168,67,,2,,1,1,,1.67,2,37,80,6,0,,,1700,350,1,Somewhat,0,Visual Arts,,,Android,Soccer,,2
Mcgill,Mitchell,M,26,Toronto,ON,CA,,,8.5,2,0,3,1,16,1.67,2.33,30,0,,,49,64,1700,350,1,,11.7,Visual Arts,1,0,Android,Soccer,,
Rohrkaste,Mark,M,19,Toronto,ON,CA,173,74,7,2,0,1,0,13,1.83,2.17,,60,5,1,,65,1700,,,,,Music,2,0,,Hockey,Coca Cola,0
Romero,Lishae,F,26,Toronto,ON,CA,,,8,2,0,2,,19,2.17,2.67,26,130,,0,59,,,,0,,12.9,History,,0,Android,,Pepsi,4
Moreno,Travis,M,26,Toronto,ON,CA,167,73,8,2,0,1,0,12,1.83,2.5,,,,1,35,61,1700,350,1,No,,,0,0,,Soccer,,2
Liby,Marissa,F,30,Toronto,ON,CA,167,63,,2,,2,0,,1.17,,,70,3,,80,,,170,0,No,10.3,English,0,1,Android,Soccer,,
Thompson,Rafiullah,M,24,Toronto,ON,CA,167,69,,3,0,1,1,20,1.67,3.5,42,,3,0,59,,1700,,,No,13.9,Biology,1,1,Blackberry,Soccer,I Don't Care,1
Wardlow,An,F,19,Toronto,ON,CA,167,,7.5,2,0,1,0,13,,,24,90,3,,74,,1700,,,Somewhat,,,,0,Android,Hockey,,4
Shine,Aranda,F,23,Toronto,ON,CA,172,,8.5,2,1,1,0,,1.5,2.83,,50,3,1,,68,,,,,0,History,2,0,Android,,I Don't Care,3
Ybarra,Taylor,F,25,Toronto,ON,CA,171,62,7.5,2,0,3,0,19,1.67,2.17,,90,7,0,75,,1700,,,No,,Biology,0,0,Android,Hockey,,3
Martinez,Maria,F,30,Toronto,ON,CA,159,72,,,1,,,16,1.83,,,,,1,65,82,730,,,No,10.6,Geography,0,1,,Basketball,I Don't Care,2
Warren,Cook,F,21,Toronto,ON,CA,161,54,8.5,,,1,1,15,,3.17,48,0,3,0,74,75,1700,350,0,No,,Chemistry,2,0,Android,Basketball,Pepsi,4
Trujillo,Richard,M,22,Toronto,ON,CA,,,10.5,2,0,1,1,16,1.5,,32,80,,1,,63,1700,350,,,,Languages,,,,Hockey,,0
Sanders,Dillon,M,22,Toronto,ON,CA,176,,7,2,0,2,,16,,2,37,80,4,2,98,62,,350,0,No,0,Geography,,0,Android,Football,I Don't Care,3
Gonzalez,Laura,F,27,Toronto,ON,CA,161,56,7.5,,0,1,,,,2.33,26,,7,0,,85,1700,350,0,No,9.5,PhysEd,1,0,Android,Basketball,,
Richardson,Benjamin,M,27,Toronto,ON,CA,,,7.5,2,0,1,,,1.83,2.5,53,90,10,,39,70,1700,350,0,,0,Math,0,1,,Hockey,,4
Ross,Zachary,M,25,Toronto,ON,CA,174,88,11.5,2,2,,0,,,,24,,5,0,54,82,1700,350,0,No,0,Business,,0,iOS,,Coca Cola,3
Shakespeare,Neil,M,30,Toronto,ON,CA,172,,,2,0,1,0,17,1.67,2.33,15,70,,0,66,74,1720,,,Somewhat,0,Math,,1,iOS,Soccer,Coca Cola,3
Bailo,Summer,F,25,Toronto,ON,CA,,68,,2,,1,,18,,2.33,28,90,5,0,59,70,1700,350,0,,,Visual Arts,0,0,,Hockey,I Don't Care,
Cervantes,Estrada,F,27,Toronto,ON,CA,179,65,7,,1,,0,13,2,2,50,0,4,0,49,42,,350,0,,15.5,,,,Android,Soccer,I Don't Care,
Wilson-Perez,Aria,F,20,Toronto,ON,CA,168,72,,2,,1,1,14,0.83,1.33,,40,,0,56,67,,,0,No,0,Math,,0,Android,Hockey,I Don't Care,3
Purvis,Reid,M,28,Toronto,ON,CA,173,87,12,3,0,1,,15,2,2.83,27,,3,,,40,,350,1,No,,,,1,Android,Soccer,Coca Cola,0
Mendez,Vanessa,F,21,Toronto,ON,CA,,70,8,3,0,1,,15,,2.33,,90,5,1,,71,,350,0,,0,,0,0,Blackberry,Football,,1
Smith,Phoua,F,25,Toronto,ON,CA,163,74,8.5,2,1,1,,16,,2.33,43,110,5,,88,72,1760,,0,,0,Chemistry,4,,Android,,,1
Cabral,Kenny,M,25,Toronto,ON,CA,179,79,,,1,1,0,,1.83,3.33,,80,6,0,83,71,,350,1,,0,Math,0,1,iOS,Hockey,Pepsi,3
Peterman,Bryan,M,28,Toronto,ON,CA,170,,5,3,1,1,,20,2,3.17,49,0,6,0,40,,,350,0,No,10.3,,,0,iOS,Soccer,Pepsi,
Chen,Jose,M,27,Toronto,ON,CA,176,67,9,2,0,2,1,,,3.5,25,0,,0,56,,,350,0,No,13.5,Chemistry,1,0,Android,,I Don't Care,3
Rodriguez,Jasmine,F,31,Toronto,ON,CA,167,74,,,0,1,0,15,0.67,2.83,36,60,,0,,,970,190,1,No,0,Languages,,,Android,Soccer,,1
Almanza-Parra,Arrianne,F,18,Toronto,ON,CA,163,74,7.5,2,1,1,0,12,0.83,,,,6,0,87,57,1700,,0,No,,Geography,0,0,,Basketball,I Don't Care,3
Noland,Aletxis,M,26,Toronto,ON,CA,172,79,8.5,,,1,0,19,1.83,2.33,40,,7,1,,,1700,350,1,No,0,Business,0,1,,Baseball,I Don't Care,
Pooley,Edmond,M,24,Toronto,ON,CA,166,73,,2,,,,13,2.17,2.5,30,40,4,2,,,1740,350,0,No,12.3,,1,1,,Hockey,,0
Cheatham,Andriy,M,22,Toronto,ON,CA,,85,,2,0,1,0,16,,2.5,,,3,1,84,61,,350,0,No,0,Drama,,0,,,Coca Cola,1
Colorow,Joseph,M,24,Toronto,ON,CA,,84,,,1,2,0,20,,3.17,,,4,,,61,1700,350,0,,14.9,Physics,,0,Android,Hockey,I Don't Care,2
Suzuki,Alejandro,M,21,Toronto,ON,CA,180,92,9,2,1,3,0,,,,45,0,3,0,,54,1700,350,0,,0,Chemistry,,0,,Football,,2
Vinson,John,M,19,Toronto,ON,CA,174,88,9,2,,,0,13,0.33,,25,0,,,80,73,1700,350,0,No,0,PhysEd,,0,iOS,Football,Coca Cola,
Torrez,Alexandra,F,28,Toronto,ON,CA,,65,6.5,2,,1,0,14,,2.5,15,80,1,2,79,59,1700,350,0,No,0,Math,0,0,Android,,Coca Cola,0
Thomas,Jenny,F,24,Toronto,ON,CA,168,75,,2,1,3,0,20,1,2.5,24,,4,0,76,,,350,1,No,10,,1,0,,Football,,4
Lockhart,Chris,F,23,Toronto,ON,CA,166,72,7,2,1,1,0,20,1.5,3,54,70,4,0,48,72,1700,350,0,No,14.8,History,0,1,Android,Hockey,I Don't Care,1
Manus,Andrew,M,21,Toronto,ON,CA,178,,7,3,0,2,0,15,1.67,,,0,,,88,62,1700,,0,,0,,1,0,,Baseball,,1
Falconer,Dean,F,22,Toronto,ON,CA,163,73,8,2,2,,0,16,1.83,3.83,,0,2,,68,72,1790,350,0,No,,Languages,1,0,,Baseball,Coca Cola,3
Mata,Marlinda,F,28,Toronto,ON,CA,177,,,2,0,1,0,18,1.17,1.83,,80,,1,86,58,,350,1,No,,Visual Arts,1,0,,,I Don't Care,1
Smith,Taylor,F,22,Toronto,ON,CA,166,73,,2,,2,,16,1.67,2.67,47,0,1,1,49,,,350,0,No,0,Geography,1,1,Android,Football,,
Huynh,Mathew,M,21,Toronto,ON,CA,,79,10.5,2,2,,,15,,2.83,,,3,1,61,57,,350,0,No,,,1,0,Android,Baseball,I Don't Care,2
Mclean,Brittany,F,22,Toronto,ON,CA,164,66,,2,0,2,,,1.5,2.67,50,80,2,0,87,53,,350,0,No,,Computer Science and Technology,,,,Basketball,Coca Cola,
Maez,Esperansa,F,22,Toronto,ON,CA,163,,8.5,2,,2,,,1.83,3.5,42,0,6,1,68,73,1700,350,0,No,0,,1,1,Android,Basketball,,0
Castro,dia,F,23,Toronto,ON,CA,163,51,6.5,2,,1,0,,1.67,1,50,,7,1,,61,1880,350,0,No,,,,0,,Soccer,,2
Blanco,Tello,M,26,Toronto,ON,CA,181,74,6,,,1,0,,1.83,2.5,42,90,4,1,62,89,,,0,No,12.9,,0,0,,Soccer,Coca Cola,
Ponce,Jenh,F,22,Toronto,ON,CA,161,,8.5,2,1,,,16,1.33,2.67,,90,1,0,,66,1700,350,0,,0,Music,2,,,Baseball,Coca Cola,
Knight,Ryan,M,22,Toronto,ON,CA,177,97,11.5,,,1,,16,,2.83,31,0,4,2,71,50,,350,0,No,,Languages,,,Android,Soccer,Pepsi,2
Aragon,Cristal,F,29,Toronto,ON,CA,159,,6.5,2,0,1,0,19,1.67,3,19,0,4,2,68,83,850,,1,No,14.5,Computer Science and Technology,,0,Android,Baseball,Pepsi,1
Schultz,Alexandra,F,19,Toronto,ON,CA,,,,2,1,,0,13,2.17,3,37,110,6,0,54,68,1700,350,0,No,,English,,0,Android,,,5
Yang,Jose,M,22,Toronto,ON,CA,181,86,9.5,2,1,1,1,16,1.83,,20,0,3,1,57,77,1990,,0,Somewhat,9.1,Computer Science and Technology,0,1,Android,Soccer,I Don't Care,2
Reese,Yuri,F,23,Toronto,ON,CA,,,,3,0,1,,,0.83,,41,0,2,0,56,56,1700,350,0,No,0,Math,0,0,,Hockey,Pepsi,1
Mueller,Hunter,F,21,Toronto,ON,CA,162,61,,2,0,2,0,,,2.67,44,50,,1,71,,1700,350,,No,0,Visual Arts,2,,,Basketball,,1
Adams,Steven,M,21,Toronto,ON,CA,176,84,,2,0,1,0,15,2.17,,48,0,4,1,89,65,1700,350,,,0,,,,Android,,I Don't Care,2
Salt,Dylan,M,20,Toronto,ON,CA,,,6,2,,1,0,14,1.5,2.83,,,,0,72,70,1700,350,0,,,,0,0,,Soccer,,2
Suto,Trevor,M,27,Toronto,ON,CA,185,73,10.5,2,0,,0,15,,2.67,,110,,,72,,1700,350,1,No,11.2,,3,0,Android,Hockey,I Don't Care,
Spottedwarbonnet,Thanh,M,22,Toronto,ON,CA,177,71,9,2,0,2,0,16,1.83,2.5,,,1,1,74,,1700,,0,,11.9,Math,2,0,Android,Soccer,Coca Cola,8
Saeid,Kristian,M,27,Toronto,ON,CA,171,92,10.5,2,,1,0,12,1.5,,40,,6,1,92,85,1700,350,1,Somewhat,,Chemistry,,,Android,Hockey,Pepsi,1
Flores-Rodriguez,Ruth,F,24,Toronto,ON,CA,155,65,7,2,1,,,18,2.33,2.17,42,0,6,1,,56,1700,,1,Somewhat,16.7,PhysEd,0,,,,I Don't Care,
Choe,Angel,M,29,Toronto,ON,CA,175,,,2,1,2,2,15,,2.17,24,70,,,74,57,,340,0,No,0,,1,1,Android,,Pepsi,2
Gutierrez-Holden,Rosita,F,26,Toronto,ON,CA,,75,8.5,2,,1,1,18,1.33,2.17,,0,4,1,,79,,350,0,No,,,1,1,Android,Baseball,I Don't Care,3
Morton,Tring,M,24,Toronto,ON,CA,,68,9.5,2,,3,0,16,,,42,100,2,0,37,,,350,,No,0,Geography,2,0,,Baseball,,
Huynh,Ryan,M,24,Toronto,ON,CA,176,84,,2,0,2,,,1.5,3.33,38,,1,,,66,1700,350,,No,0,PhysEd,,1,,,,0
Brendsel,Alyssia,F,23,Toronto,ON,CA,158,,7.5,,0,1,0,,,2.83,49,,5,0,53,,1700,350,0,No,,Geography,,0,,,I Don't Care,2
