Lastname,Firstname,Gender,Age,City,Province.State,Country,,,,
Piechocki,Kaitlyn,F,22,Fort Worth,TX,USA,,,,
Neal,Christian,M,28,Fort Worth,TX,USA,,,,
Paiva,,F,23,Fort Worth,TX,USA,,,,
TRUE,Francia,F,25,Charlotte,NC,USA,,,,
Taylor,Dinnicka,F,27,Charlotte,NC,USA,,,,
Menees,Angelica,F,27,Charlotte,NC,USA,,,,
Sami,Sheldon,M,26,Charlotte,NC,USA,,,,
Villanueva,Sylvia,F,22,Charlotte,NC,USA,,,,
Anderson,Ala,F,21,Charlotte,NC,USA,,,,
Delmendo,Rold,M,28,Charlotte,NC,USA,,,,
Nettles,Edgar,M,26,Charlotte,NC,USA,,,,
Macias,Borunda,F,21,Charlotte,NC,USA,,,,
Pierson,Paul,M,21,Charlotte,NC,USA,,,,
Lanier,Luis,M,23,Charlotte,NC,USA,,,,
Davis,Austin,M,26,Charlotte,NC,USA,,,,
Jirsaraie,Zachary,M,22,Charlotte,NC,USA,,,,
Mcmillan,Mikaela,F,22,Charlotte,NC,USA,,,,
Nguyen,David,M,24,Charlotte,NC,USA,,,,
Maestas,Courtney,F,23,Charlotte,NC,USA,,,,
Garcia,Maliha,F,25,Charlotte,NC,USA,,,,
Acosta,Millio,F,22,Charlotte,NC,USA,,,,
Lucas,Dominique,F,28,Charlotte,NC,USA,,,,
Tan,Aaron,M,20,Charlotte,NC,USA,,,,
Lang,Sajesh,M,28,Charlotte,NC,USA,,,,
Ashby,Hector,M,19,Charlotte,NC,USA,,,,
Goforth,Estefany,F,30,Charlotte,NC,USA,,,,
Lacoe,Lindsay,F,22,Charlotte,NC,USA,,,,
Ocker,Michelle,F,24,Charlotte,NC,USA,,,,
Hudson,Taylor,M,21,Charlotte,NC,USA,,,,
Hattan,Lucas,M,17,Charlotte,NC,USA,,,,
Salazar,Gi,F,22,Charlotte,NC,USA,,,,
Phan,Dylan,M,21,Detroit,MI,USA,,,,
Campbell,Jontan,M,24,Detroit,MI,USA,,,,
Cordova,Shantell,F,21,Detroit,MI,USA,,,,
Lim,Yihang,M,29,Detroit,MI,USA,,,,
Yim,Dorian,M,25,Detroit,MI,USA,,,,
Herndez,Ariel,F,24,Detroit,MI,USA,,,,
Pierson,Haylee,F,22,Detroit,MI,USA,,,,
Rubio,David,M,24,Detroit,MI,USA,,,,
Williams,Michael,M,25,Detroit,MI,USA,,,,
Lasota,Marcello,M,21,Detroit,MI,USA,,,,
Ballard,Jr,M,21,Detroit,MI,USA,,,,
Engelhart,Denesh,M,33,Detroit,MI,USA,,,,
Medrano,Tia,F,25,Detroit,MI,USA,,,,
Perez,Bren,F,25,Detroit,MI,USA,,,,
Eneboe,Nicaela,F,27,Detroit,MI,USA,,,,
Bearden,Taylor,F,20,Detroit,MI,USA,,,,
Rosales,Rhyan,F,27,Detroit,MI,USA,,,,
Ao,Christopher,M,22,Detroit,MI,USA,,,,
Hitt,Kaileigh,F,21,Detroit,MI,USA,,,,
Snyder,Yesenia,F,19,Detroit,MI,USA,,,,
Carabajal,III,M,22,Detroit,MI,USA,,,,
Card,Sele,F,20,Detroit,MI,USA,,,,
Owens,Dominic,M,23,Detroit,MI,USA,,,,
Biano,Seh,M,30,Detroit,MI,USA,,,,
Parker,Rosita,F,27,Detroit,MI,USA,,,,
Dawe,Mark,M,20,El Paso,TX,USA,,,,
Cheung,Richard,M,22,El Paso,TX,USA,,,,
Bradford,II,M,25,El Paso,TX,USA,,,,
Jones,Bailey,F,24,El Paso,TX,USA,,,,
Chavez,Herndez,F,24,El Paso,TX,USA,,,,
Duran,Niesha,F,25,El Paso,TX,USA,,,,
Ambrosio,Megan,F,20,El Paso,TX,USA,,,,
Washington,Gilbert,M,16,El Paso,TX,USA,,,,
Chacon,Mariah,F,27,El Paso,TX,USA,,,,
Gonzalez,Takeisha,F,20,El Paso,TX,USA,,,,
Lee,Dominique,M,20,El Paso,TX,USA,,,,
Daniels,Andrew,M,25,El Paso,TX,USA,,,,
Washington,Michael,M,25,El Paso,TX,USA,,,,
Hutchinson,Luis,M,28,El Paso,TX,USA,,,,
Newton,Jordan,M,20,El Paso,TX,USA,,,,
Tsinnijinnie,Corey,M,27,El Paso,TX,USA,,,,
Rivera,Caroline,F,20,El Paso,TX,USA,,,,
Crockett,Alyssa,F,25,El Paso,TX,USA,,,,
Jackson,Luis,M,24,El Paso,TX,USA,,,,
Guerra,Tyneasha,F,24,El Paso,TX,USA,,,,
Osborne,Van,M,26,El Paso,TX,USA,,,,
Gonzales,Lea,F,24,El Paso,TX,USA,,,,
Thomas,Jesse,M,29,El Paso,TX,USA,,,,
Ramos,Alexandria,F,26,El Paso,TX,USA,,,,
Pinto,Brandon,M,24,El Paso,TX,USA,,,,
Perry,Shalese,F,21,Boston,MA,USA,,,,
Niko,Ken,M,22,Boston,MA,USA,,,,
Howard,II,M,24,Boston,MA,USA,,,,
Martin,Ernesto,M,31,Boston,MA,USA,,,,
Morris,Juvel,M,22,Boston,MA,USA,,,,
Kim,Mirza,M,22,Boston,MA,USA,,,,
Geberkidane,Zechariah,M,24,Boston,MA,USA,,,,
Bustillos,Jenny,F,26,Boston,MA,USA,,,,
Wilson,Cannon,M,20,Boston,MA,USA,,,,
Mendez,Lauren,F,21,Boston,MA,USA,,,,
Riddle,Emmanuel,M,25,Boston,MA,USA,,,,
Casillas,Kebri,F,26,Boston,MA,USA,,,,
Nunez,Sophie,F,26,Boston,MA,USA,,,,
Peltier,Alejandra,F,28,Boston,MA,USA,,,,
Murali,Trevor,M,21,Boston,MA,USA,,,,
Washington,Jennifer,F,20,Boston,MA,USA,,,,
Law,Matthew,M,25,Boston,MA,USA,,,,
Gutierrez-Coria,Mica,F,21,Boston,MA,USA,,,,
Baumgarten,Esmeralda,F,19,Boston,MA,USA,,,,
Houston,Ashley,F,24,Boston,MA,USA,,,,
Ho,Seth-Mitchell,M,23,Boston,MA,USA,,,,
Estrada,Herndez,F,30,Boston,MA,USA,,,,
Nguyen,Isaiah,M,21,Boston,MA,USA,,,,
Franklin,Laha,F,26,Seattle,WA,USA,,,,
Thompson,Joshua,M,25,Seattle,WA,USA,,,,
Black,Lakota,F,23,Seattle,WA,USA,,,,
Daniel,Eric,M,25,Seattle,WA,USA,,,,
Salle,Nehumi,M,19,Seattle,WA,USA,,,,
Benda,Selin,F,28,Seattle,WA,USA,,,,
Simon,Miguel,M,20,Seattle,WA,USA,,,,
Griego,Ann,F,26,Seattle,WA,USA,,,,
Stewart,Daniel,M,23,Seattle,WA,USA,,,,
Reeves,Tyler,M,25,Seattle,WA,USA,,,,
Koonce,Casey,M,24,Seattle,WA,USA,,,,
Choi,Zephaniah,M,20,Seattle,WA,USA,,,,
Smith,Logan,M,22,Seattle,WA,USA,,,,
Miller,Adam,M,25,Seattle,WA,USA,,,,
Cuevas-Barrera,Michelle,F,26,Seattle,WA,USA,,,,
Gurule,Drew,F,21,Seattle,WA,USA,,,,
Barela,Bani,F,21,Seattle,WA,USA,,,,
Anderson,Abel,M,20,Seattle,WA,USA,,,,
Ruiz,Jaylynn,F,23,Seattle,WA,USA,,,,
Tran,Calvin,M,21,Seattle,WA,USA,,,,
Lottie,Rockelle,F,23,Seattle,WA,USA,,,,
Carrigan,Jeremiah,M,21,Seattle,WA,USA,,,,
Trujillo,Kimiko,F,20,Seattle,WA,USA,,,,
Miracle,Katie,F,22,Denver,CO,USA,,,,
Fairbank'S,Malakye,M,23,Denver,CO,USA,,,,
Dominguez,Lauren,F,25,Denver,CO,USA,,,,
Lara,Lomeli,F,29,Denver,CO,USA,,,,
Peci,Carly,F,32,Denver,CO,USA,,,,
Hussein,Jaelyn,F,32,Denver,CO,USA,,,,
Falope,Cole,M,23,Denver,CO,USA,,,,
Lopez-Vargas,Shaneth,F,31,Denver,CO,USA,,,,
Ng,Kevin,M,22,Denver,CO,USA,,,,
Hoskins,Brittini,F,26,Denver,CO,USA,,,,
Otsuki,Khoa,M,28,Denver,CO,USA,,,,
Bosquez,Kasual,F,24,Denver,CO,USA,,,,
Park,Carrington,M,27,Denver,CO,USA,,,,
Lovett,Carlos,M,30,Denver,CO,USA,,,,
Oh,Scottie,M,22,Denver,CO,USA,,,,
Geyer,Vinson,M,26,Denver,CO,USA,,,,
Tran,Evan,M,22,Denver,CO,USA,,,,
Phonthongsy,Edrick,M,22,Denver,CO,USA,,,,
Gray,Kira,F,21,Denver,CO,USA,,,,
Ramirez,Binh,F,21,Denver,CO,USA,,,,
Bajwa,Jordan,M,22,Denver,CO,USA,,,,
Chauhan,Matagi,M,23,Denver,CO,USA,,,,
Woo,thael,M,29,Denver,CO,USA,,,,
Slayton,Seth,M,24,Washington DC,,USA,,,,
Shrestha,Jesse,M,29,Washington DC,,USA,,,,
Ngu,Brendan,M,20,Washington DC,,USA,,,,
Flores,Felix,F,19,Washington DC,,USA,,,,
Thompson,Adrian,M,23,Washington DC,,USA,,,,
Cunningham,Zachary,M,26,Washington DC,,USA,,,,
Prather,Jazmyn,F,28,Washington DC,,USA,,,,
Lian,Anish,M,24,Washington DC,,USA,,,,
Simok,Aziel,M,25,Washington DC,,USA,,,,
Ayala,Hsi,F,27,Washington DC,,USA,,,,
Dowell,Jessica,F,23,Washington DC,,USA,,,,
Stucking,Daniel,M,23,Washington DC,,USA,,,,
Torres,Coleman,M,21,Washington DC,,USA,,,,
Serdutz,Aaron,M,24,Washington DC,,USA,,,,
Gomez,Thu,F,22,Washington DC,,USA,,,,
Foreman,Kiya,F,25,Washington DC,,USA,,,,
Lauer,Leanza,F,22,Washington DC,,USA,,,,
Bryant,Divyanka,F,26,Washington DC,,USA,,,,
Lim,Aaron,M,25,Washington DC,,USA,,,,
Magers,Isaiah,M,25,Washington DC,,USA,,,,
Addison,Gregory,M,16,Washington DC,,USA,,,,
Flores,Teague,F,25,Washington DC,,USA,,,,
Alger,Jacob,M,24,Washington DC,,USA,,,,
Tsering,Andres,M,24,shville,TN,USA,,,,
Eiski,Shanise,F,23,shville,TN,USA,,,,
Sprague,Gissell,F,20,shville,TN,USA,,,,
Hunter,Amanda,F,21,shville,TN,USA,,,,
Greenberry,Andrew,M,19,shville,TN,USA,,,,
Davis,Hsiang,M,21,shville,TN,USA,,,,
Kelly,Lorenzo,M,19,shville,TN,USA,,,,
Xiong,Joseph,M,22,shville,TN,USA,,,,
Norwood,Christopher,M,22,shville,TN,USA,,,,
Hammer,D'Ahnya,F,25,shville,TN,USA,,,,
Shepherd,Isaiah,M,26,shville,TN,USA,,,,
Putbrese,Dasinique,F,23,shville,TN,USA,,,,
Homminga,Sarahi,F,22,shville,TN,USA,,,,
Zwetzig,Mayra,F,27,shville,TN,USA,,,,
Crites,Nicole,F,19,shville,TN,USA,,,,
Wilson,Ethan,M,23,shville,TN,USA,,,,
Tuguldur,Jim,M,22,shville,TN,USA,,,,
Etchey,Ryan,M,27,shville,TN,USA,,,,
Davis-Walker,Christian,M,29,shville,TN,USA,,,,
Shea,Devon,M,21,shville,TN,USA,,,,
Bruski,Antonio,M,29,shville,TN,USA,,,,
Herndez,Vanessa,F,20,shville,TN,USA,,,,
Gutierrez,Cameron,M,21,shville,TN,USA,,,,
Gonzales,Kia,F,22,Baltimore,MD,USA,,,,
Nguyen,Shilo,M,28,Baltimore,MD,USA,,,,
Rose,Joseline,F,23,Baltimore,MD,USA,,,,
Gallegos,Shannon,F,26,Baltimore,MD,USA,,,,
Johnson,Matthew,M,19,Baltimore,MD,USA,,,,
Duckett,Clarisa,F,28,Baltimore,MD,USA,,,,
Tran,Shane,M,24,Baltimore,MD,USA,,,,
Martinez,Jagger,M,19,Baltimore,MD,USA,,,,
Seth,Tyree,M,25,Baltimore,MD,USA,,,,
Vasquez,Andrew,M,22,Baltimore,MD,USA,,,,
Thin-Elk,Lakota,M,27,Baltimore,MD,USA,,,,
Lopez,Aubreylin,F,22,Baltimore,MD,USA,,,,
White,Michaela,F,21,Baltimore,MD,USA,,,,
Ponce,Diamond,F,26,Baltimore,MD,USA,,,,
Zuno,Charlene,F,25,Baltimore,MD,USA,,,,
Lovern,Patrick,M,25,Baltimore,MD,USA,,,,
Garcia,Christi,F,33,Baltimore,MD,USA,,,,
Barreras,Justi,F,22,Baltimore,MD,USA,,,,
Thornock,Sebastian,M,21,Baltimore,MD,USA,,,,
Madden,Kelcie,F,25,Baltimore,MD,USA,,,,
Carpino,Sushmita,F,23,Baltimore,MD,USA,,,,
Mata,Shyanne,F,23,Baltimore,MD,USA,,,,
Montgomery,Rachel,F,25,Baltimore,MD,USA,,,,
Park,Nicolas,M,22,Louisville,KY,USA,,,,
Mcphate,Cristian,M,25,Louisville,KY,USA,,,,
Babbs,Christian,M,23,Louisville,KY,USA,,,,
Hankins,Zenia,F,31,Louisville,KY,USA,,,,
Federico,Kyeira,F,23,Louisville,KY,USA,,,,
Beck,Caleb,M,24,Louisville,KY,USA,,,,
Acosta,Emily,F,20,Louisville,KY,USA,,,,
Sandoval,Charleen,F,28,Louisville,KY,USA,,,,
Jones-Howard,Deven,M,21,Louisville,KY,USA,,,,
Morgan,Dontae,M,24,Louisville,KY,USA,,,,
Lucero,Angel-Danielle,F,27,Louisville,KY,USA,,,,
Stevenson,Juan,M,22,Louisville,KY,USA,,,,
Ramesh,Douglas,M,18,Louisville,KY,USA,,,,
Redfern,Zachery,M,21,Louisville,KY,USA,,,,
Baines,Kayla,F,23,Louisville,KY,USA,,,,
varro,Hailey,F,28,Louisville,KY,USA,,,,
Trujillo,Sabri,F,19,Louisville,KY,USA,,,,
Draper,Makala,F,22,Louisville,KY,USA,,,,
Mohan,jaal,M,17,Louisville,KY,USA,,,,
Baker,Rodney,M,26,Louisville,KY,USA,,,,
Vasquez,Davier,M,27,Louisville,KY,USA,,,,
Mariz,Mia,F,26,Louisville,KY,USA,,,,
Stinnett,Kenia,F,24,Portland,OR,USA,,,,
Spicely,Andreus,M,19,Portland,OR,USA,,,,
Makooi,Vincent,M,30,Portland,OR,USA,,,,
Miller,ncy,F,33,Portland,OR,USA,,,,
Anderson,Trevor,M,26,Portland,OR,USA,,,,
Thornton,Juan,M,20,Portland,OR,USA,,,,
Phanthavongsa,Kevin,M,26,Portland,OR,USA,,,,
Smith,Aaron,M,27,Portland,OR,USA,,,,
Johnson,Renee,F,22,Portland,OR,USA,,,,
Gadison,Edwin,M,23,Portland,OR,USA,,,,
Roberts,Abran,M,22,Portland,OR,USA,,,,
Quinta,Raenu,F,25,Portland,OR,USA,,,,
Nguyen,Bryce,M,21,Portland,OR,USA,,,,
Feigt,Raegan,F,27,Portland,OR,USA,,,,
Galicia,Mendizabal,F,23,Portland,OR,USA,,,,
Huang,Jacob,M,18,Portland,OR,USA,,,,
Hutchinson,Jorge,M,21,Portland,OR,USA,,,,
Lauer,Sofia-Amalia,F,21,Portland,OR,USA,,,,
Sutton,Alexa,F,24,Portland,OR,USA,,,,
Paudel,Noah,M,28,Portland,OR,USA,,,,
Herndez,Emily,F,28,Portland,OR,USA,,,,
Vega-Giboyeaux,Lily,F,28,Portland,OR,USA,,,,
Banks,Kaitlyn,F,21,Atlanta,GA,USA,,,,
Cone,Chandler,M,24,Atlanta,GA,USA,,,,
Yeung,Vitorio,M,23,Atlanta,GA,USA,,,,
Granillo,Omega,F,25,Atlanta,GA,USA,,,,
Moore,Jacob,M,33,Atlanta,GA,USA,,,,
Gong,Jatill,M,29,Atlanta,GA,USA,,,,
Pantoja,Berea,F,31,Atlanta,GA,USA,,,,
Nguyen,Anthony,M,23,Atlanta,GA,USA,,,,
Colbert,Simon,M,19,Atlanta,GA,USA,,,,
Gomez,Kunita,F,27,Atlanta,GA,USA,,,,
Harris-Faithful,Michael,M,26,Atlanta,GA,USA,,,,
Gowda,Malcom,M,27,Atlanta,GA,USA,,,,
Harris,Angelo,M,27,Atlanta,GA,USA,,,,
Callahan,Angelia,F,24,Atlanta,GA,USA,,,,
Trujillo,Jaszymn,F,24,Atlanta,GA,USA,,,,
Williams,Christian,M,27,Atlanta,GA,USA,,,,
Pichardo-Medi,Yi,F,24,Miami,FL,USA,,,,
Rouse,Shania,F,23,Miami,FL,USA,,,,
Davis-Crews,Elier,M,23,Miami,FL,USA,,,,
Roberts,Ferndo,M,25,Miami,FL,USA,,,,
Tomme,Amanuail,M,22,Miami,FL,USA,,,,
Mallikarjun,Jamil,M,24,Miami,FL,USA,,,,
Lefano,Nelson,M,29,Miami,FL,USA,,,,
Fong,Robert,M,22,Miami,FL,USA,,,,
Singh,Davaughn,M,24,Miami,FL,USA,,,,
Kume,Dominick,M,22,Miami,FL,USA,,,,
James,Kae,F,19,Miami,FL,USA,,,,
Parker,Angeles,F,20,Miami,FL,USA,,,,
Miyasato,Alexander,M,25,Miami,FL,USA,,,,
Ibarra,Shominic,F,28,Miami,FL,USA,,,,
Knuth,Angelica,F,24,Miami,FL,USA,,,,
Whayne,Jose,M,28,Cleveland,OH,USA,,,,
Sisson,Rebeca,F,28,Cleveland,OH,USA,,,,
Hinckfoot,Brean,F,23,Cleveland,OH,USA,,,,
lla,Kelly,M,24,Cleveland,OH,USA,,,,
Rhone,Joshua,M,26,Cleveland,OH,USA,,,,
Tahlo,Pelle,M,22,Cleveland,OH,USA,,,,
Lopez,Mallori,F,30,Cleveland,OH,USA,,,,
Ochoa,Brean,F,28,Cleveland,OH,USA,,,,
Gutierrez,Charlotte,F,28,Cleveland,OH,USA,,,,
Lopez,Velez,F,24,Cleveland,OH,USA,,,,
Weems,Dwayne,M,26,Cleveland,OH,USA,,,,
Perrino-Johnson,Morgan,F,24,Cleveland,OH,USA,,,,
Lizaldi,Robyn,F,17,Cleveland,OH,USA,,,,
Lanyon,Kailey,F,20,Cleveland,OH,USA,,,,
Kim,Phillips,M,25,Bridgeport,CT,USA,,,,
Maschinot,Taylor,F,26,Bridgeport,CT,USA,,,,
Ilaoa,Brayden,M,22,Bridgeport,CT,USA,,,,
Gonzales,Dakotah,M,26,Bridgeport,CT,USA,,,,
Mapes,Claudia,F,24,Bridgeport,CT,USA,,,,
Jackson,Ashley,F,21,Bridgeport,CT,USA,,,,
Flynn,Gabrielle,F,26,Birmingham,AL,USA,,,,
Del,Rosario,M,22,Birmingham,AL,USA,,,,
Pierce,Tania,F,22,Birmingham,AL,USA,,,,
Calderon,kiya,F,21,Birmingham,AL,USA,,,,
Mahoney,Marti,F,21,Birmingham,AL,USA,,,,
Jackson,Erin,F,28,Birmingham,AL,USA,,,,
Gonzalez,Arellano,F,25,Birmingham,AL,USA,,,,
Hendee,Jothan,M,23,Little Rock,AR,USA,,,,
Henry,Brittany,F,28,Little Rock,AR,USA,,,,
Palmer,Alexander,M,22,Little Rock,AR,USA,,,,
Gates,Fidel,M,25,Little Rock,AR,USA,,,,
Encinias,Simran,F,27,Little Rock,AR,USA,,,,
Duran,Princella,F,24,Little Rock,AR,USA,,,,
Bentley,Colin,M,23,Little Rock,AR,USA,,,,
Delille,John,M,22,Wilmington,DE,USA,,,,
Bochert,Mariah,F,22,Wilmington,DE,USA,,,,
Gaddis,Perla,F,24,Wilmington,DE,USA,,,,
Chavez,Luaci,F,24,Boise,ID,USA,,,,
Davis,Marco,M,27,Boise,ID,USA,,,,
Allen,Daniel,M,27,Boise,ID,USA,,,,
Declaw,Brenden,M,25,Boise,ID,USA,,,,
Tran,James,M,29,Boise,ID,USA,,,,
Ardito,William,M,33,Boise,ID,USA,,,,
Ordunez,Trusten,M,23,Boise,ID,USA,,,,
Lanning,Aleksander,M,23,Boise,ID,USA,,,,
Long,Seth,M,22,Des Moines,IA,USA,,,,
Baker,Kendall,M,27,Des Moines,IA,USA,,,,
Anderson,Kaila,F,29,Des Moines,IA,USA,,,,
Farnsworth,Marlene,F,18,Des Moines,IA,USA,,,,
Adams,Tarquin,M,23,Des Moines,IA,USA,,,,
Franklin,Sebastian,M,21,Des Moines,IA,USA,,,,
Jaenke,Delaney,F,28,Des Moines,IA,USA,,,,
Green,Kevin,M,25,Wichita,KS,USA,,,,
Johnson,Dylan,M,22,Wichita,KS,USA,,,,
Vang,Myles,M,24,Wichita,KS,USA,,,,
Stroup,Kelsey,F,24,Wichita,KS,USA,,,,
Thomas,Valerie,F,28,Wichita,KS,USA,,,,
Hardin,Gennifer,F,21,Wichita,KS,USA,,,,
Lessa,Chelsea,F,25,Wichita,KS,USA,,,,
Butierres,Enguun,F,29,Wichita,KS,USA,,,,
Do,Michael,M,26,Wichita,KS,USA,,,,
Archibeque,Dung,F,23,Wichita,KS,USA,,,,
Nguyen,Toby,M,27,Wichita,KS,USA,,,,
Hodgen,Alexis,F,24,Wichita,KS,USA,,,,
Prudence,Patricia,F,28,Wichita,KS,USA,,,,
Montoya,Jericka,F,24,Wichita,KS,USA,,,,
Hutchinson,Gardenia,F,29,New Orleans,LA,USA,,,,
Piles,Vater,F,20,New Orleans,LA,USA,,,,
Roper,Abraham,M,23,New Orleans,LA,USA,,,,
Embry,Jordan,M,20,New Orleans,LA,USA,,,,
Riley,Devin,M,25,New Orleans,LA,USA,,,,
Vitro,Marissa,F,18,New Orleans,LA,USA,,,,
Johnson,Matthew,M,27,New Orleans,LA,USA,,,,
Than,Khalid,M,28,New Orleans,LA,USA,,,,
Salazar,Avianha,F,23,New Orleans,LA,USA,,,,
Treulieb-Kolostyak,Lucky,M,25,New Orleans,LA,USA,,,,
Prien,Marshelle,F,22,New Orleans,LA,USA,,,,
Ford,Christian,M,21,New Orleans,LA,USA,,,,
Hughes,Stella,F,25,New Orleans,LA,USA,,,,
Ivey,Sophia,F,19,New Orleans,LA,USA,,,,
Law,Shane,M,20,Portland,ME,USA,,,,
Bogan,Leisha,F,21,Portland,ME,USA,,,,
La,Edward,M,26,Minneapolis,MN,USA,,,,
Guizar,Osorio,F,17,Minneapolis,MN,USA,,,,
Hoang,Alec,M,24,Minneapolis,MN,USA,,,,
Luster,Julie,F,27,Minneapolis,MN,USA,,,,
Vaile,Shyheim,M,22,Minneapolis,MN,USA,,,,
Valverde,Valentin,F,17,Minneapolis,MN,USA,,,,
Bell,Hali,F,27,Minneapolis,MN,USA,,,,
Teague,Graig,M,22,Minneapolis,MN,USA,,,,
Vanderpool,Brenda,F,25,Minneapolis,MN,USA,,,,
He,Jordan,M,24,Minneapolis,MN,USA,,,,
Brawner,Shiloh,F,22,Minneapolis,MN,USA,,,,
Sherer,Cheyenne,F,20,Minneapolis,MN,USA,,,,
Barnett,Rachel,F,24,Minneapolis,MN,USA,,,,
Smith,Nicholas,M,26,Minneapolis,MN,USA,,,,
Kaneko,Jayln,M,20,Jackson,MS,USA,,,,
Bell,Cesar,M,22,Jackson,MS,USA,,,,
Buck,Emily,F,22,Jackson,MS,USA,,,,
Melendez,Decia,F,32,Jackson,MS,USA,,,,
Gattmann,Minerva,F,32,Jackson,MS,USA,,,,
Tampubolon,Jovonni,M,23,Jackson,MS,USA,,,,
Hamlin,Blas,M,21,Jackson,MS,USA,,,,
Friesen,Maria,F,26,Kansas City,MO,USA,,,,
Liston,Dallas,M,27,Kansas City,MO,USA,,,,
Sotelo,Molly,F,22,Kansas City,MO,USA,,,,
Daubenspeck,Kasey,F,22,Kansas City,MO,USA,,,,
Solis,Sari,F,23,Kansas City,MO,USA,,,,
Deguzman,Gransee,M,19,Kansas City,MO,USA,,,,
Rodriguez,Morgan,F,25,Kansas City,MO,USA,,,,
Durley,Alec,M,25,Kansas City,MO,USA,,,,
Sutton,Ezekiel,M,22,Kansas City,MO,USA,,,,
Vera,Dakota,F,27,Kansas City,MO,USA,,,,
Miller,Geovanni,M,24,Kansas City,MO,USA,,,,
Bourbeau,Michelle,F,23,Kansas City,MO,USA,,,,
Klem,Taylor,F,26,Kansas City,MO,USA,,,,
Cho,Jason,M,28,Kansas City,MO,USA,,,,
Perdue,Spring,F,23,Kansas City,MO,USA,,,,
Gonzalez,Malei'Ka,F,26,Kansas City,MO,USA,,,,
Zamora,Angelica,F,25,Kansas City,MO,USA,,,,
Henry,Othell,M,25,Billings,MT,USA,,,,
Skinner,Amar,M,27,Billings,MT,USA,,,,
Schwartz,Bryce,F,22,Billings,MT,USA,,,,
Massey,Andrew,M,27,Omaha,NE,USA,,,,
Carpenter,Kristine,F,25,Omaha,NE,USA,,,,
Choi,Steve,M,21,Omaha,NE,USA,,,,
Muya,Raul,M,21,Omaha,NE,USA,,,,
Tracy,Jalissa,F,24,Omaha,NE,USA,,,,
Yachay,Sidharth,M,25,Omaha,NE,USA,,,,
Kassahun,Christopher,M,27,Omaha,NE,USA,,,,
Smith,Jesse,M,23,Omaha,NE,USA,,,,
Gregorich,Dia,F,21,Omaha,NE,USA,,,,
Lee,Farhan,M,22,Omaha,NE,USA,,,,
Taylor,Joshua,M,22,Omaha,NE,USA,,,,
Ouk,Dayveon,M,19,Omaha,NE,USA,,,,
Loi,Randall,M,22,Omaha,NE,USA,,,,
Wang,Joseph,M,22,Omaha,NE,USA,,,,
Wedgeworth,Jessie,M,24,Omaha,NE,USA,,,,
Yamamoto,Joseph,M,17,Omaha,NE,USA,,,,
Shields,Cheyenne,F,25,Las Vegas,NV,USA,,,,
Moritz,Jennifer,F,19,Las Vegas,NV,USA,,,,
Mitsuhashi,Elijah,M,25,Las Vegas,NV,USA,,,,
Maddy,Faviola,F,22,Las Vegas,NV,USA,,,,
Salazar,Katri,F,23,Las Vegas,NV,USA,,,,
Watts,Don,M,22,Las Vegas,NV,USA,,,,
Fujimi,Kahliem,M,23,Las Vegas,NV,USA,,,,
ito,Brandon,M,23,Las Vegas,NV,USA,,,,
Schlereth,Tysza,M,28,Las Vegas,NV,USA,,,,
Nevarez,Krista,F,25,Las Vegas,NV,USA,,,,
Pollard,Tamara,F,24,Las Vegas,NV,USA,,,,
Al,Amin,F,20,Las Vegas,NV,USA,,,,
Mayo,Alexander,M,22,Las Vegas,NV,USA,,,,
Givens,David,M,22,Las Vegas,NV,USA,,,,
Maes,Thomas,M,25,Las Vegas,NV,USA,,,,
Searles,Hector,M,26,Las Vegas,NV,USA,,,,
Miranda,Kalia,F,24,Las Vegas,NV,USA,,,,
Holiday,Benjamin,M,20,Las Vegas,NV,USA,,,,
Henry,Julio,M,21,Las Vegas,NV,USA,,,,
Bentz,Nicole,F,29,Las Vegas,NV,USA,,,,
Kim,Shawn,M,25,Las Vegas,NV,USA,,,,
Graham,Cristi,F,21,Manchester,NH,USA,,,,
Amthor,Katie,F,22,Manchester,NH,USA,,,,
Padilla,Vega,F,20,Manchester,NH,USA,,,,
Newson,Jason,M,21,Manchester,NH,USA,,,,
Newbury,Christian,M,23,Newark,NJ,USA,,,,
Moreno,Nicole,F,22,Newark,NJ,USA,,,,
Caveza,Elise,F,20,Newark,NJ,USA,,,,
Rogers,Chelsea,F,24,Newark,NJ,USA,,,,
Alvarez,Dovahn,F,27,Newark,NJ,USA,,,,
Jans,Alexis,F,23,Newark,NJ,USA,,,,
Yeo,Moses,M,30,Newark,NJ,USA,,,,
Robinson,Rachel,F,28,Newark,NJ,USA,,,,
Banuelos,Brigid,F,22,Newark,NJ,USA,,,,
Caraway,Arthur,M,22,Newark,NJ,USA,,,,
Mai,Matthew,M,31,Newark,NJ,USA,,,,
Chang,Kevin,M,21,Albuquerque,NM,USA,,,,
Matlock,Rhiannon,F,27,Albuquerque,NM,USA,,,,
Sierra,Ha,F,26,Albuquerque,NM,USA,,,,
Peralta,Moe'Sha,F,23,Albuquerque,NM,USA,,,,
Oh,Mahtus,M,26,Albuquerque,NM,USA,,,,
Strain,Elaine,F,24,Albuquerque,NM,USA,,,,
Ward,Christi,F,23,Albuquerque,NM,USA,,,,
Dickinson,Tyran,M,21,Albuquerque,NM,USA,,,,
Stanley,Nicole,F,25,Albuquerque,NM,USA,,,,
Rupley,Logan,M,19,Albuquerque,NM,USA,,,,
